1132207,5783260
2803343,5789326
3302066,5790451
3275128,5795682
114370,5801319
1308009,5806182
1436644,5808530
2224082,5810549
374793,5827300
3273580,5831883
1939003,5832033
63111,5834923
3271882,5841360
1968224,5848842
815943,5858526
507844,5864324
2699148,5870172
3338753,5873784
3155229,5893890
2199631,5894101
52475,5912940
102544,5914615
3398645,5916086
2750177,5918682
155673,5926993
1505467,5928070
3417342,5932775
2135444,5941593
3207721,5948519
1845595,5950417
3434924,5950711
2018373,5950968
1848546,5959920
679981,5962521
3453439,5973977
378587,5984574
3459830,5984598
3453439,6010493
166968,6020292
3495259,6028484
2915583,6030051
2418034,6031726
3363950,6037840
82899,6039299
3283320,6044080
3509788,6045165
430195,6070275
3531055,6070633
2622401,6075270
3545446,6091104
102544,6098292
3493162,6100254
3500108,6100871
1317701,6108106
3557734,6111597
3417343,6135725
3012651,6138433
1819310,6151299
1052477,6157160
32107,6157365
84570,6163261
3531576,6181937
2748529,6192557
2756753,6202505
3643977,6224493
3646610,6225464
2323573,6234332
3459830,6251231
3232153,6254426
38222,6254568
1615766,6261724
934374,6262820
217304,6264246
2750177,6270672
3462809,6274048
3237926,6279102
56742,6281310
2042458,6291894
448479,6293836
1853196,6297637
491241,6303015
3706314,6307229
2127622,6315898
66341,6323753
2178653,6336188
3056286,6339476
259290,6344103
2799866,6352831
745769,6366135
3750764,6367634
3420523,6382462
3732611,6385376
2637314,6385440
3705347,6385493
3646640,6386268
1937060,6400674
3293360,6404343
3785500,6408062
3415243,6424851
3799368,6425478
161369,6429799
219756,6432628
605018,6440593
567458,6443155
2745754,6444576
3299202,6446791
2000133,6446879
96486,6448108
1405660,6448521
2211152,6455654
3459830,6455780
255227,6459048
560055,6461638
3723004,6467603
3832285,6470715
1224456,6486863
3547798,6489321
3002878,6492597
2137609,6494636
149472,6518802
2048956,6530097
3375802,6535965
2810950,6538418
3574526,6547498
2371057,6552013
3897076,6555262
3899006,6558092
3907888,6564154
3545446,6565448
3910500,6567564
3545446,6583550
3922096,6583706
3935384,6601896
935425,6602635
368608,6611799
2312013,6618297
3944476,6620092
3950963,6623082
1011146,6624115
1320599,6626082
731907,6631962
3397434,6637059
1842684,6637768
327823,6639740
3965231,6642807
3967767,6648493
2498874,6651023
3972063,6653258
3974453,6654793
3978348,6659755
732697,6669710
3531576,6694093
3363950,6695620
3250475,6704212
3744298,6704702
4010210,6708057
3995329,6708291
4027885,6725190
3259018,6725391
4031965,6732319
1554340,6735657
2167947,6741844
857424,6748276
526011,6753621
4072800,6778833
4080705,6789278
4095370,6807836
3467782,6814545
57368,6815453
439581,6815504
2930235,6816509
161369,6823247
274349,6826217
2190964,6828646
2409019,6830981
2912058,6834629
4113685,6835768
3802407,6836955
141984,6839377
225500,6841607
2725595,6844472
4123790,6845636
3919564,6855525
3500108,6857794
3699771,6858439
2127859,6859294
3945009,6869664
4143016,6870893
4143303,6871446
3744298,6878661
3744298,6878696
4150911,6880732
3744298,6881791
203333,6889205
149247,6889706
1695291,6891325
1972585,6931507
4191946,6932615
225500,6932835
86526,6937311
1431651,6937723
273973,6939280
4192103,6939612
3126627,6947455
217304,6951863
109545,6964716
1522571,6977861
4244201,6996419
84570,6998746
2637314,7009603
4268298,7023944
149472,7024212
2699148,7025413
1122099,7053098
3744298,7056080
1978628,7058241
4297475,7059708
4298972,7060355
4297475,7062178
4256266,7069859
4311899,7074400
4312005,7074576
4310477,7081213
4300749,7081388
4306987,7081424
4311895,7082947
2799866,7087699
1189353,7099652
4183311,7100632
2333272,7103222
4346776,7119328
219756,7132384
393687,7133199
1014366,7136660
4379238,7158301
4416710,7206093
4372360,7206311
90041,7207221
1912073,7213191
4423095,7213319
4423357,7213596
2816803,7215376
2342449,7219185
4428016,7219514
1911268,7219840
3557734,7224139
2762464,7227231
1022395,7230784
768859,7235071
1799275,7239039
1853196,7240208
4429027,7247406
4441161,7247696
4300749,7248697
4453665,7248758
144549,7290241
4487487,7290446
2047862,7290582
2926394,7294628
4494047,7297790
4493586,7297940
365672,7301763
4216823,7303573
4481817,7310630
4321190,7312085
4506982,7312899
4507414,7313200
637378,7318365
259290,7320466
4489271,7347323
35504,7352851
4508272,7366162
637378,7367240
4551057,7367374
3574526,7368952
3467782,7373798
4423125,7379945
4565348,7385778
80002,7385834
3945009,7386782
691542,7390960
4550087,7391570
4226726,7393405
4323920,7396567
194592,7404653
24362,7412162
4538856,7426970
3453439,7435101
4610240,7438713
2053281,7439063
2648114,7445774
4269588,7447995
3230278,7452582
3771618,7470545
2803343,7504486
4433076,7504976
4442441,7512071
4268298,7513157
2930235,7517532
4674883,7518631
615475,7518683
3875974,7519123
789252,7541650
1666299,7558639
870098,7559819
2199631,7572560
4718061,7575327
2474300,7578229
3240619,7588547
4250903,7588927
4733476,7594263
2102003,7598780
2637314,7606797
4737104,7609787
3205698,7645097
80002,7655483
4785835,7658429
2750177,7699454
4826492,7709106
2774111,7721395
4555424,7731260
4805931,7767089
4143303,7774147
4880819,7775349
4956462,7862506
